,Reservation-id,Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Expected_checkin,Expected_checkout,Booking_date,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate
7822,33213553,F,46,African American,College,50K -- 100K,West,Airport Hotels,7/23/2016,7/24/2016,3/23/2016,2,1,1,1,1,0,0,1,1,2,1,25,239
7823,62105395,M,56,caucasian,College,50K -- 100K,East,Resort,8/16/2016,8/17/2016,1/22/2016,4,1,0,1,0,0,0,0,0,2,1,10,237
7824,24113043,M,39,caucasian,College,50K -- 100K,South,City Hotel,5/16/2016,5/17/2016,6/19/2015,2,2,0,1,1,1,0,0,0,2,1,20,136
7825,14690979,M,44,caucasian,Mid-School,<25K,South,Resort,10/6/2015,10/8/2015,11/14/2014,1,2,0,1,0,0,0,0,1,2,0,0,232
7826,71947935,F,65,Latino,College,<25K,South,Resort,5/16/2016,5/19/2016,6/21/2015,2,2,0,1,0,0,0,1,0,2,1,15,236
7827,79287880,M,33,Latino,College,<25K,South,Airport Hotels,5/16/2016,5/19/2016,6/21/2015,1,2,0,1,0,0,0,1,0,2,1,5,170
7828,45830291,M,38,caucasian,Grad,50K -- 100K,South,City Hotel,8/29/2016,8/31/2016,8/31/2016,2,2,0,1,1,1,0,1,1,2,1,30,105
7829,94279746,M,63,Asian American,High-School,50K -- 100K,West,Airport Hotels,6/9/2016,6/13/2016,2/18/2016,3,2,0,0,0,0,0,0,1,2,1,25,136
7830,9159923,M,51,African American,College,25K --50K,South,Resort,4/22/2016,4/24/2016,11/8/2015,3,3,1,1,1,0,0,1,1,2,1,10,155
7831,1077059,M,21,Latino,College,50K -- 100K,West,City Hotel,7/23/2016,7/25/2016,3/23/2016,2,2,1,1,0,0,0,2,1,2,1,10,186
7832,19594560,F,26,African American,College,25K --50K,East,Airport Hotels,6/15/2016,6/17/2016,3/25/2016,2,1,0,1,1,0,0,0,0,2,0,0,102
7833,67202712,M,34,African American,Mid-School,<25K,South,Resort,5/28/2016,5/29/2016,2/24/2016,2,1,0,1,0,0,0,1,1,2,1,20,134
7834,63191025,M,50,Latino,Mid-School,25K --50K,North,Airport Hotels,7/29/2016,7/31/2016,11/28/2015,2,2,0,1,0,0,1,1,1,2,1,40,248
7835,91745687,F,55,Latino,College,50K -- 100K,South,Airport Hotels,4/6/2016,4/8/2016,11/15/2015,1,1,2,1,1,1,2,1,1,2,1,15,115
7836,80882458,F,32,Asian American,High-School,50K -- 100K,West,Airport Hotels,8/5/2016,8/7/2016,7/13/2016,4,2,1,1,0,0,1,0,1,2,0,0,220
7837,728849,F,48,Asian American,High-School,25K --50K,West,Airport Hotels,6/16/2016,6/17/2016,10/25/2015,5,2,1,1,0,0,1,0,0,2,1,40,173
7838,42906902,F,68,African American,High-School,25K --50K,North,City Hotel,8/18/2016,8/20/2016,7/6/2016,1,2,0,1,0,0,0,1,1,2,0,0,200
7839,38407262,F,58,Latino,College,<25K,South,City Hotel,9/5/2016,9/6/2016,1/28/2016,3,2,0,0,1,0,0,2,0,2,0,0,146
7840,37305796,F,66,Latino,Grad,<25K,West,City Hotel,7/23/2016,7/25/2016,4/7/2016,2,2,0,0,0,0,2,1,1,2,1,30,154
7841,77099645,F,47,African American,College,25K --50K,North,Airport Hotels,3/24/2016,3/27/2016,10/19/2015,2,2,0,0,1,0,0,1,1,2,0,0,152
7842,13099173,F,30,caucasian,College,50K -- 100K,North,Airport Hotels,7/8/2016,7/10/2016,5/19/2016,1,2,1,1,0,0,0,1,0,2,1,5,148
7843,33235453,F,70,Asian American,College,50K -- 100K,South,City Hotel,8/17/2016,8/18/2016,2/4/2016,3,1,0,1,0,0,0,0,1,2,1,20,244
7844,50652994,M,40,caucasian,Mid-School,<25K,South,City Hotel,8/29/2016,8/30/2016,11/10/2015,2,2,0,2,1,0,0,1,1,2,1,20,144
7845,47078422,F,60,Asian American,Mid-School,<25K,South,City Hotel,9/9/2016,9/11/2016,11/2/2015,2,1,0,1,1,1,1,1,0,2,0,0,242
7846,17396382,M,63,caucasian,College,25K --50K,North,Airport Hotels,9/10/2016,9/12/2016,8/3/2015,3,2,0,1,0,0,0,1,0,2,1,20,227
7847,2959794,F,67,caucasian,College,<25K,West,Resort,9/10/2016,9/13/2016,8/4/2015,5,2,1,1,0,0,0,1,1,2,1,5,132
7848,82535318,M,58,Latino,College,<25K,East,Airport Hotels,9/10/2016,9/12/2016,8/3/2015,2,2,0,1,0,0,0,2,0,2,1,20,178
7849,73286795,M,18,Asian American,College,<25K,West,Resort,7/20/2015,7/24/2015,6/13/2014,2,1,0,1,0,0,0,0,1,2,1,5,203
7850,63151148,F,53,African American,Grad,>100K,South,Resort,7/20/2015,7/22/2015,6/11/2014,2,1,0,1,0,0,0,1,1,2,0,0,217
7851,591213,F,35,Asian American,Mid-School,25K --50K,North,City Hotel,8/26/2016,8/27/2016,8/4/2016,2,2,0,1,0,0,0,2,1,2,1,20,219
7852,3388009,M,40,African American,Mid-School,25K --50K,East,Resort,8/30/2016,8/31/2016,8/31/2016,2,2,0,1,0,0,0,1,1,2,1,15,211
7853,72439508,F,27,Latino,College,>100K,North,Resort,8/19/2016,8/20/2016,8/6/2016,1,1,0,0,0,0,0,0,1,2,1,5,108
7854,21505511,F,38,African American,Grad,<25K,North,Resort,5/10/2016,5/11/2016,1/15/2016,2,2,0,1,0,0,0,2,1,2,1,20,221
7855,27432653,M,53,caucasian,College,>100K,West,City Hotel,8/23/2016,8/24/2016,5/4/2016,5,3,0,1,0,0,0,0,1,2,0,0,101
7856,50279989,F,63,caucasian,College,>100K,South,Resort,7/27/2016,7/28/2016,3/23/2016,2,2,0,1,0,0,0,1,0,2,1,25,195
7857,73766035,M,52,caucasian,High-School,<25K,South,City Hotel,8/5/2016,8/6/2016,6/29/2016,2,3,0,0,0,0,0,1,1,2,1,30,160
7858,73508205,F,53,Latino,College,<25K,West,Airport Hotels,6/21/2016,6/22/2016,4/7/2016,1,2,0,1,1,0,0,0,1,2,0,0,238
7859,33891229,F,60,Asian American,High-School,>100K,South,Airport Hotels,8/4/2016,8/7/2016,6/30/2016,2,1,0,0,0,0,1,1,1,2,1,5,152
7860,67859106,M,40,Asian American,College,>100K,North,Resort,7/22/2016,7/24/2016,6/15/2016,1,1,0,0,1,0,0,1,1,2,0,0,152
7861,13073376,F,64,African American,Mid-School,<25K,South,Airport Hotels,7/29/2016,7/31/2016,11/5/2015,5,3,0,0,1,1,0,0,0,2,1,20,226
7862,7414944,M,35,Latino,High-School,<25K,East,Airport Hotels,4/8/2016,4/10/2016,10/6/2015,5,1,0,1,0,0,1,1,0,2,1,5,115
7863,76475352,F,69,African American,Mid-School,<25K,East,Resort,6/15/2016,6/16/2016,3/20/2016,2,1,0,1,0,0,2,2,0,2,1,20,171
7864,19322625,F,59,caucasian,Grad,25K --50K,South,Airport Hotels,3/8/2016,3/10/2016,7/24/2015,4,1,0,0,0,0,0,1,0,2,1,15,103
7865,45489044,M,41,African American,Mid-School,50K -- 100K,South,Resort,8/30/2016,9/3/2016,1/24/2016,2,1,0,1,0,0,0,1,1,2,1,10,136
7866,40600395,F,20,Latino,College,25K --50K,West,Airport Hotels,9/9/2016,9/10/2016,8/7/2015,1,2,0,1,0,0,0,1,1,2,1,5,242
7867,26632551,F,65,caucasian,High-School,<25K,North,City Hotel,9/9/2016,9/12/2016,10/22/2015,1,2,0,1,0,0,0,0,0,2,1,20,174
7868,54749604,F,35,Asian American,College,50K -- 100K,North,City Hotel,9/9/2016,9/10/2016,10/6/2015,1,3,1,1,1,0,1,2,1,2,1,15,156
7869,56273176,M,21,Latino,High-School,25K --50K,West,City Hotel,9/13/2016,9/14/2016,11/4/2015,2,2,0,0,1,1,0,1,1,2,0,0,104
7870,75638466,F,33,Latino,Grad,>100K,South,City Hotel,8/31/2016,9/2/2016,9/1/2016,2,2,0,1,0,0,1,1,1,2,1,5,114
7871,83500913,F,40,caucasian,College,25K --50K,West,Resort,6/15/2016,6/16/2016,3/25/2016,2,3,0,0,0,0,0,2,1,2,1,5,230
7872,4167576,F,39,Latino,College,50K -- 100K,East,Resort,8/5/2016,8/6/2016,4/1/2016,2,1,0,0,0,0,0,1,1,2,0,0,176
7873,75134555,F,32,Latino,Mid-School,<25K,South,Airport Hotels,6/15/2016,6/16/2016,10/21/2015,1,1,2,1,1,0,0,1,1,2,1,15,217
7874,6473482,M,18,African American,Grad,25K --50K,South,City Hotel,8/22/2016,8/24/2016,7/21/2016,1,3,0,0,1,0,0,2,1,2,0,0,231
7875,91905537,F,33,Latino,College,<25K,East,City Hotel,6/13/2016,6/15/2016,10/27/2015,3,1,1,1,0,0,0,1,1,2,1,25,211
7876,52643190,F,38,African American,High-School,<25K,North,Resort,7/21/2016,7/25/2016,2/14/2016,1,1,1,1,1,1,0,1,0,2,1,30,177
7877,86684098,F,66,Latino,Grad,50K -- 100K,South,Airport Hotels,8/31/2016,9/2/2016,2/21/2016,3,2,1,0,0,0,0,1,0,2,1,15,136
7878,56812115,M,23,Latino,Mid-School,<25K,East,City Hotel,9/14/2016,9/15/2016,10/24/2015,4,1,0,0,0,0,0,1,1,2,1,25,215
7879,6150086,M,32,African American,College,>100K,South,City Hotel,10/21/2015,10/25/2015,11/13/2014,1,3,1,1,1,1,0,1,1,2,0,0,146
7880,80821771,M,65,Latino,College,<25K,South,Airport Hotels,7/26/2016,7/27/2016,6/14/2016,5,2,0,1,0,0,0,1,1,2,0,0,218
7881,22386752,F,46,Latino,College,<25K,North,Airport Hotels,10/21/2015,10/22/2015,11/10/2014,2,3,0,1,0,0,0,1,1,2,1,40,220
7882,96970687,F,64,caucasian,College,25K --50K,East,City Hotel,10/21/2015,10/22/2015,11/10/2014,2,2,0,1,0,0,0,1,1,2,1,40,203
7883,81546715,F,20,caucasian,Grad,50K -- 100K,West,Airport Hotels,9/1/2016,9/4/2016,8/13/2016,3,1,2,1,0,0,0,0,0,2,1,20,205
7884,73945726,M,34,Asian American,High-School,<25K,East,City Hotel,8/17/2016,8/21/2016,7/11/2016,1,1,1,1,0,0,1,0,1,2,1,40,131
7885,69501696,F,33,Asian American,College,<25K,West,City Hotel,2/3/2016,2/4/2016,6/10/2015,2,2,0,1,0,0,0,1,1,2,1,10,118
7886,19199040,M,25,caucasian,College,>100K,West,Resort,9/1/2016,9/2/2016,1/23/2016,2,1,2,0,0,0,1,0,0,2,1,20,163
7887,33625879,M,70,African American,Mid-School,<25K,North,Resort,6/27/2016,6/29/2016,2/6/2016,3,2,0,1,0,0,2,1,0,2,1,5,149
7888,91639152,M,27,Asian American,Grad,50K -- 100K,East,City Hotel,7/12/2016,7/13/2016,11/7/2015,4,2,1,1,0,0,1,1,1,2,1,20,221
7889,25815713,M,65,Latino,College,50K -- 100K,East,Airport Hotels,8/22/2016,8/23/2016,1/10/2016,5,2,0,1,0,0,2,1,0,2,1,10,177
7890,65047098,F,34,African American,Grad,25K --50K,West,City Hotel,3/3/2016,3/4/2016,7/30/2015,3,1,2,1,0,0,1,1,1,2,0,0,159
7891,66755179,F,33,Latino,Grad,50K -- 100K,North,City Hotel,7/22/2016,7/25/2016,2/7/2016,1,1,2,0,0,0,2,1,1,2,1,40,186
7892,85555063,F,35,African American,College,50K -- 100K,West,Airport Hotels,4/13/2016,4/16/2016,11/20/2015,2,1,0,1,0,0,0,1,0,2,1,40,212
7893,89916074,M,21,Asian American,Mid-School,<25K,East,Airport Hotels,4/5/2016,4/6/2016,8/24/2015,1,1,0,1,0,0,2,2,0,2,1,20,114
7894,75282430,M,64,Latino,High-School,<25K,South,Resort,6/1/2016,6/5/2016,1/14/2016,2,2,0,1,0,0,1,1,1,2,0,0,165
7895,82645865,F,47,Asian American,College,<25K,West,Airport Hotels,8/19/2016,8/23/2016,3/18/2016,2,3,0,1,1,0,0,0,1,2,1,10,238
7896,15646526,M,51,Asian American,College,50K -- 100K,South,Resort,2/23/2016,2/24/2016,3/16/2015,1,1,1,1,1,1,1,0,1,2,0,0,173
7897,48859816,F,60,African American,College,25K --50K,East,City Hotel,2/27/2016,2/29/2016,5/2/2015,3,1,0,1,0,0,0,0,1,2,1,5,130
7898,5448375,F,61,Latino,High-School,25K --50K,North,Resort,9/12/2016,9/14/2016,9/1/2015,1,3,0,1,1,1,0,1,1,2,0,0,219
7899,9954200,M,54,caucasian,Grad,>100K,East,Resort,2/4/2016,2/8/2016,5/2/2015,3,2,0,1,1,0,1,0,0,2,1,10,101
7900,57004402,M,49,Asian American,High-School,<25K,West,City Hotel,9/15/2016,9/16/2016,11/18/2015,2,1,1,1,0,0,0,1,1,2,0,0,121
7901,64056928,M,55,Asian American,High-School,>100K,East,City Hotel,5/6/2016,5/8/2016,9/28/2015,2,3,1,0,0,0,0,0,1,2,1,15,110
7902,46715182,F,31,caucasian,High-School,50K -- 100K,West,Airport Hotels,5/6/2016,5/10/2016,9/30/2015,2,1,0,0,0,0,0,1,1,2,1,10,114
7903,11982066,F,45,caucasian,Mid-School,50K -- 100K,East,Airport Hotels,2/18/2016,2/19/2016,7/11/2015,1,1,1,1,1,0,1,2,0,2,0,0,131
7904,57065993,M,38,African American,Grad,50K -- 100K,South,Resort,9/15/2016,9/19/2016,8/17/2015,4,1,0,1,0,0,0,2,1,2,1,10,140
7905,61908081,M,31,Latino,College,50K -- 100K,South,Airport Hotels,2/4/2016,2/7/2016,5/1/2015,1,2,1,1,0,0,1,1,1,2,0,0,176
7906,55997385,F,21,caucasian,Mid-School,25K --50K,North,Resort,9/15/2016,9/16/2016,10/20/2015,2,1,1,1,0,0,0,0,0,2,1,25,184
7907,46982416,F,20,African American,College,<25K,North,City Hotel,7/26/2016,7/27/2016,6/5/2016,2,2,0,1,1,1,1,1,1,2,1,15,125
7908,64581296,M,31,Asian American,Mid-School,25K --50K,West,City Hotel,8/21/2016,8/22/2016,4/6/2016,3,1,0,1,1,0,0,0,1,2,1,25,118
7909,34409119,F,34,Asian American,Grad,<25K,West,City Hotel,8/29/2016,8/30/2016,8/11/2016,1,2,0,0,0,0,0,2,1,2,1,5,168
7910,14204114,M,60,Asian American,Grad,50K -- 100K,West,City Hotel,6/26/2016,6/27/2016,4/15/2016,2,3,2,1,0,0,1,1,1,2,1,10,103
7911,9545599,M,67,Asian American,College,<25K,West,City Hotel,7/24/2016,7/26/2016,4/14/2016,2,3,1,1,1,0,0,0,0,2,1,40,183
7912,88656550,M,64,caucasian,College,25K --50K,South,City Hotel,7/8/2016,7/9/2016,5/5/2016,4,1,0,0,0,0,0,1,1,2,0,0,145
7913,34031804,F,34,caucasian,Grad,50K -- 100K,South,Resort,8/21/2016,8/23/2016,4/7/2016,1,2,0,1,0,0,1,0,1,2,1,20,229
7914,28414453,F,39,Asian American,Grad,25K --50K,West,City Hotel,8/14/2016,8/15/2016,7/16/2016,1,2,0,0,1,1,2,1,1,2,0,0,124
7915,89198616,F,48,African American,Grad,>100K,South,City Hotel,5/5/2016,5/6/2016,1/6/2016,3,1,1,1,0,0,1,1,1,2,1,40,174
7916,64878014,M,21,caucasian,College,50K -- 100K,East,Resort,5/5/2016,5/9/2016,1/9/2016,3,2,1,1,0,0,1,0,0,2,0,0,204
7917,20160302,F,35,Asian American,Grad,>100K,East,City Hotel,7/29/2016,7/30/2016,6/24/2016,2,2,0,1,1,1,0,0,1,2,1,40,105
7918,75627624,M,29,African American,High-School,<25K,West,Airport Hotels,5/4/2016,5/7/2016,1/7/2016,2,1,1,1,0,0,0,1,1,2,1,30,189
7919,52281411,M,47,African American,College,25K --50K,South,City Hotel,1/14/2016,1/15/2016,5/19/2015,2,1,1,1,1,1,2,1,1,2,1,10,163
7920,48641765,F,38,Latino,Mid-School,25K --50K,North,Airport Hotels,2/15/2016,2/16/2016,7/26/2015,2,3,0,1,1,0,0,0,1,2,1,10,103
7921,89875358,F,55,caucasian,High-School,50K -- 100K,East,City Hotel,6/30/2016,7/1/2016,1/27/2016,1,3,0,1,0,0,0,0,1,2,1,10,249
7922,9123919,M,66,caucasian,Grad,25K --50K,South,City Hotel,9/9/2016,9/10/2016,10/30/2015,1,3,0,1,1,0,1,0,0,2,1,10,153
7923,31114122,F,32,Asian American,Mid-School,25K --50K,South,City Hotel,9/2/2016,9/4/2016,12/14/2015,1,1,0,0,1,1,0,2,0,2,1,10,128
7924,44801062,F,66,Asian American,Grad,50K -- 100K,North,Airport Hotels,9/9/2016,9/10/2016,10/31/2015,2,3,0,1,0,0,1,0,0,2,1,10,208
7925,47397066,M,18,African American,College,<25K,West,Resort,10/29/2015,11/1/2015,12/21/2014,2,1,1,1,1,0,1,1,1,2,0,0,168
7926,60306751,M,69,Asian American,Mid-School,<25K,North,City Hotel,9/9/2016,9/10/2016,9/30/2015,2,2,0,1,0,0,0,1,0,2,1,15,154
7927,83995648,M,47,African American,College,>100K,South,Resort,9/9/2016,9/12/2016,11/2/2015,1,1,0,1,0,0,0,0,1,2,1,10,235
7928,15145789,F,35,caucasian,Mid-School,25K --50K,West,Airport Hotels,9/9/2016,9/11/2016,10/25/2015,3,2,0,0,0,0,0,0,1,2,0,0,202
7929,26431965,F,62,Latino,High-School,25K --50K,North,Airport Hotels,9/2/2016,9/3/2016,12/13/2015,4,1,1,0,0,0,0,1,0,2,1,10,233
7930,97940421,F,34,caucasian,High-School,25K --50K,South,City Hotel,6/30/2016,7/2/2016,1/28/2016,2,3,0,1,1,0,1,1,1,2,1,30,132
7931,4211325,M,51,Asian American,High-School,50K -- 100K,North,Airport Hotels,1/14/2016,1/15/2016,5/19/2015,1,3,0,1,0,0,0,1,0,2,1,20,156
7932,96860771,M,44,caucasian,Grad,>100K,West,Airport Hotels,9/2/2016,9/3/2016,12/13/2015,1,2,0,0,1,0,2,2,1,2,1,5,127
7933,81378305,F,24,Asian American,Grad,50K -- 100K,East,Airport Hotels,1/14/2016,1/15/2016,5/19/2015,1,2,1,1,1,1,1,0,1,2,0,0,221
7934,17115703,F,42,Asian American,High-School,25K --50K,South,Airport Hotels,10/29/2015,10/30/2015,12/19/2014,2,3,1,1,1,1,0,1,1,2,1,20,123
7935,36693311,M,68,Asian American,College,25K --50K,South,Resort,9/9/2016,9/10/2016,9/15/2015,2,1,0,1,0,0,0,1,1,2,1,25,162
7936,95333123,M,48,African American,College,50K -- 100K,South,City Hotel,7/5/2016,7/7/2016,5/8/2016,2,1,1,1,0,0,0,1,1,2,1,5,235
7937,70347198,F,31,African American,College,50K -- 100K,South,City Hotel,8/25/2016,8/26/2016,8/6/2016,1,2,0,1,1,0,0,1,1,2,0,0,179
7938,62595301,F,28,Asian American,High-School,<25K,South,Resort,12/31/2015,1/1/2016,4/14/2015,1,2,1,1,0,0,0,0,1,2,0,0,149
7939,20278424,F,22,Asian American,Grad,50K -- 100K,South,Resort,12/31/2015,1/2/2016,4/15/2015,1,3,1,1,0,0,0,1,1,2,1,10,178
7940,63706929,F,40,caucasian,Grad,50K -- 100K,South,City Hotel,8/11/2016,8/12/2016,10/8/2015,3,2,0,1,0,0,0,1,1,2,1,15,131
7941,76449964,M,65,Latino,Grad,<25K,East,City Hotel,8/12/2016,8/14/2016,12/25/2015,4,3,0,1,0,0,1,1,0,2,1,30,124
7942,28327673,M,56,Latino,Grad,>100K,North,City Hotel,7/10/2016,7/12/2016,5/13/2016,2,1,1,1,0,0,0,2,1,2,1,40,158
7943,29833315,F,25,Asian American,College,>100K,South,Airport Hotels,9/10/2016,9/11/2016,10/6/2015,1,1,0,0,0,0,0,1,1,2,1,20,159
7944,60156986,F,44,Latino,Grad,>100K,South,Resort,1/23/2016,1/26/2016,6/5/2015,2,2,0,1,0,0,0,0,1,2,1,20,128
7945,32598682,M,52,African American,Mid-School,50K -- 100K,South,City Hotel,9/12/2016,9/14/2016,11/15/2015,5,1,1,0,0,0,1,1,1,2,1,5,200
7946,86637395,F,38,African American,Mid-School,50K -- 100K,South,Resort,6/13/2016,6/16/2016,3/25/2016,3,1,0,1,0,0,0,1,1,2,1,20,185
7947,87484368,F,69,Latino,College,50K -- 100K,North,Resort,7/7/2016,7/8/2016,5/9/2016,1,2,1,1,0,0,1,1,1,2,1,5,221
7948,34915204,F,46,Asian American,Grad,50K -- 100K,West,Airport Hotels,3/30/2016,3/31/2016,10/13/2015,2,3,0,1,1,0,0,1,1,2,1,25,165
7949,27015147,F,68,African American,Mid-School,50K -- 100K,South,Resort,8/24/2016,8/26/2016,3/9/2016,4,2,0,1,0,0,0,1,1,2,1,15,169
7950,35246021,F,63,African American,Grad,25K --50K,North,Resort,8/25/2016,8/27/2016,1/3/2016,2,2,1,0,1,1,0,0,1,2,1,10,248
7951,30640760,M,70,Asian American,Mid-School,25K --50K,South,City Hotel,9/4/2016,9/7/2016,8/19/2016,3,1,0,1,0,0,1,0,1,2,1,10,196
7952,95162254,M,54,Asian American,Grad,25K --50K,North,Resort,9/10/2016,9/12/2016,10/18/2015,1,1,0,1,0,0,0,1,0,2,0,0,167
7953,95868134,M,45,African American,Grad,<25K,East,City Hotel,5/12/2016,5/13/2016,9/30/2015,4,1,0,1,1,0,0,1,1,2,1,30,125
7954,98840025,M,39,African American,Mid-School,<25K,South,Airport Hotels,8/11/2016,8/12/2016,3/1/2016,5,1,0,2,1,0,0,0,1,2,0,0,243
7955,64170353,M,19,caucasian,High-School,50K -- 100K,East,Airport Hotels,1/20/2016,1/21/2016,6/5/2015,2,1,1,1,0,0,1,0,1,2,1,30,221
7956,42646603,M,61,caucasian,High-School,50K -- 100K,West,City Hotel,6/10/2016,6/12/2016,12/24/2015,1,3,0,1,0,0,0,0,1,2,0,0,155
7957,54815176,F,53,caucasian,Mid-School,25K --50K,West,Airport Hotels,8/17/2016,8/19/2016,11/10/2015,3,2,0,1,0,0,1,0,1,2,1,5,150
7958,73323183,F,28,caucasian,Mid-School,25K --50K,North,Resort,6/19/2016,6/21/2016,4/4/2016,4,3,1,0,0,0,0,0,1,2,1,20,218
7959,44359781,F,69,African American,College,50K -- 100K,East,Resort,9/14/2016,9/16/2016,10/5/2015,1,3,0,1,1,1,1,0,0,2,1,5,208
7960,56370099,M,63,Latino,College,25K --50K,North,Resort,9/14/2016,9/18/2016,9/11/2015,3,2,0,1,1,1,0,1,1,2,1,25,157
7961,91271213,F,18,Asian American,High-School,50K -- 100K,South,Resort,9/2/2016,9/4/2016,9/9/2015,1,2,0,0,0,0,1,2,0,2,0,0,156
7962,41063229,M,37,African American,High-School,25K --50K,East,City Hotel,8/27/2016,8/29/2016,9/17/2015,4,3,1,1,0,0,0,1,1,2,1,10,165
7963,47297723,M,53,Latino,High-School,25K --50K,South,City Hotel,8/2/2016,8/3/2016,6/18/2016,2,2,1,1,0,0,0,0,1,2,0,0,111
7964,45614133,F,65,caucasian,Mid-School,<25K,North,Airport Hotels,5/29/2016,6/1/2016,2/6/2016,4,2,0,1,0,0,0,1,1,2,1,10,154
7965,72274726,F,43,Asian American,College,25K --50K,North,Resort,8/26/2016,8/27/2016,8/17/2016,2,1,1,1,0,0,0,1,1,2,1,20,137
7966,95921236,F,51,African American,Mid-School,<25K,North,Airport Hotels,9/8/2016,9/10/2016,10/26/2015,1,3,1,1,0,0,0,0,1,2,1,10,100
7967,34739429,M,69,Latino,College,<25K,South,Airport Hotels,8/8/2016,8/9/2016,5/24/2016,2,1,0,0,1,0,0,0,1,2,1,5,234
7968,25674476,M,33,Latino,Grad,>100K,South,City Hotel,1/28/2016,1/29/2016,6/20/2015,1,3,0,1,0,0,0,0,1,2,1,5,204
7969,32223001,M,34,caucasian,Grad,<25K,South,City Hotel,3/6/2016,3/7/2016,9/6/2015,3,1,0,1,1,1,0,1,1,2,1,5,110
7970,5800058,F,37,Latino,High-School,50K -- 100K,West,Resort,3/5/2016,3/6/2016,8/31/2015,4,2,0,1,1,0,1,2,1,2,0,0,154
7971,20317054,M,39,Latino,College,25K --50K,East,Resort,3/6/2016,3/9/2016,9/8/2015,2,3,1,1,0,0,0,1,1,2,1,10,105
7972,22212275,M,69,African American,College,50K -- 100K,West,Resort,6/27/2016,6/30/2016,12/30/2015,1,1,0,1,1,1,0,0,1,2,1,10,218
7973,72504383,M,46,African American,Grad,<25K,South,City Hotel,9/13/2016,9/14/2016,11/15/2015,5,2,0,1,1,0,0,0,1,2,1,5,101
7974,35225102,F,51,African American,College,50K -- 100K,East,Resort,8/26/2016,8/28/2016,8/30/2015,3,2,0,2,0,0,0,0,1,2,1,15,182
7975,82843790,M,28,caucasian,Grad,25K --50K,South,Airport Hotels,8/26/2016,8/29/2016,2/8/2016,1,1,0,0,0,0,1,1,1,2,0,0,208
7976,75657269,F,62,caucasian,College,50K -- 100K,South,Airport Hotels,9/15/2016,9/16/2016,10/14/2015,3,1,0,0,0,0,0,1,0,2,0,0,100
7977,26493374,F,43,caucasian,Grad,<25K,East,City Hotel,2/12/2016,2/14/2016,6/24/2015,2,1,2,1,0,0,0,1,1,2,1,5,249
7978,17350234,M,41,Latino,Grad,25K --50K,North,Resort,9/19/2016,9/20/2016,11/24/2015,1,1,1,2,0,0,0,1,1,2,1,20,104
7979,27754084,M,18,Asian American,Grad,<25K,North,City Hotel,9/19/2016,9/21/2016,11/25/2015,5,1,0,0,0,0,1,1,1,2,1,10,225
7980,46732296,M,42,Latino,High-School,<25K,West,Airport Hotels,7/16/2016,7/18/2016,2/1/2016,1,1,0,1,0,0,0,1,0,2,0,0,200
7981,1718003,M,37,African American,College,50K -- 100K,South,Resort,2/4/2016,2/7/2016,7/5/2015,5,1,0,1,0,0,1,1,1,2,1,20,229
7982,56601256,M,55,Latino,College,<25K,East,Resort,4/24/2016,4/25/2016,12/3/2015,4,1,1,1,0,0,0,1,0,2,0,0,106
7983,72827121,M,56,African American,College,<25K,East,City Hotel,3/22/2016,3/24/2016,7/26/2015,5,1,1,1,0,0,1,2,1,2,1,10,129
7984,94756293,M,29,Asian American,College,25K --50K,South,City Hotel,9/14/2016,9/15/2016,9/27/2015,1,2,0,0,1,0,0,1,1,2,1,5,249
7985,56128995,M,63,African American,High-School,25K --50K,South,City Hotel,9/16/2016,9/17/2016,11/17/2015,1,3,0,1,0,0,0,1,1,2,1,10,113
7986,91232900,M,55,Latino,Grad,>100K,West,Resort,1/29/2016,2/1/2016,6/11/2015,2,1,0,1,0,0,1,1,0,2,1,40,173
7987,25145418,F,27,African American,College,>100K,West,Resort,8/26/2016,8/27/2016,8/15/2016,2,1,0,1,0,0,0,0,1,2,1,25,176
7988,15008076,M,23,caucasian,College,25K --50K,South,Resort,2/9/2016,2/11/2016,7/15/2015,2,2,0,1,0,0,0,2,0,2,1,10,102
7989,706632,M,55,Asian American,High-School,>100K,South,City Hotel,2/9/2016,2/10/2016,7/14/2015,1,3,1,1,0,0,0,0,1,2,1,10,182
7990,40551953,M,46,Asian American,High-School,25K --50K,West,Resort,2/9/2016,2/11/2016,7/15/2015,2,1,1,1,0,0,0,0,0,2,0,0,216
7991,39894326,M,56,African American,Mid-School,50K -- 100K,North,City Hotel,2/9/2016,2/10/2016,7/14/2015,3,1,1,1,0,0,0,1,1,2,0,0,130
7992,85894143,F,62,Latino,College,<25K,North,City Hotel,2/9/2016,2/11/2016,6/18/2015,2,1,0,1,0,0,1,1,1,2,1,20,173
7993,49133168,M,55,African American,Grad,25K --50K,South,City Hotel,2/9/2016,2/11/2016,6/18/2015,2,2,0,1,1,1,2,1,1,2,1,5,152
7994,72552527,F,26,African American,High-School,>100K,North,City Hotel,2/9/2016,2/10/2016,6/17/2015,5,1,0,1,0,0,0,0,1,2,1,20,114
7995,41185924,F,56,African American,College,50K -- 100K,East,Resort,2/9/2016,2/10/2016,6/17/2015,1,3,0,1,0,0,0,0,1,2,0,0,160
