Reservation-id,Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Expected_checkin,Expected_checkout,Booking_date,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate
4766316,F,25,Latino,Grad,50K -- 100K,South,Airport Hotels,12/30/2015,12/31/2015,4/14/2015,3,3,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,237
18423982,M,69,Asian American,Mid-School,50K -- 100K,South,Airport Hotels,1/18/2016,1/19/2016,5/3/2015,5,3,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,10,194
15285620,M,19,Latino,College,>100K,South,City Hotel,9/23/2016,9/25/2016,9/28/2015,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,129
55120057,M,40,African American,Grad,25K --50K,East,Resort,6/30/2016,7/1/2016,1/13/2016,2,3,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,5,108
41235229,M,27,Latino,Mid-School,50K -- 100K,North,Airport Hotels,9/23/2016,9/26/2016,10/12/2015,3,1,0,BB,Yes,No,Refundable,Online,No,Check-In,Yes,5,139
51293864,F,43,caucasian,College,<25K,South,Airport Hotels,9/23/2016,9/25/2016,10/23/2015,2,1,0,HB,Yes,Yes,Non-Refundable,Direct,Yes,Check-In,Yes,10,156
83455389,M,41,caucasian,Mid-School,<25K,South,Resort,9/23/2016,9/24/2016,8/27/2015,3,1,0,HB,No,No,Refundable,Online,Yes,Check-In,Yes,40,160
21937982,F,45,Asian American,Grad,<25K,West,City Hotel,3/12/2016,3/15/2016,7/17/2015,3,1,0,BB,No,No,Refundable,Online,Yes,Check-In,No,0,246
62256227,M,34,caucasian,Mid-School,50K -- 100K,North,Airport Hotels,6/7/2016,6/9/2016,12/22/2015,1,2,1,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,5,186
64517077,M,23,caucasian,College,25K --50K,South,City Hotel,1/6/2016,1/8/2016,4/28/2015,1,1,0,BB,No,No,Non-Refundable,Online,Yes,Check-In,No,0,112
97681691,F,50,caucasian,Grad,25K --50K,South,City Hotel,3/21/2016,3/23/2016,4/11/2015,2,2,0,HB,Yes,No,Non-Refundable,Direct,Yes,Check-In,Yes,10,234
32532971,M,68,Asian American,Mid-School,50K -- 100K,West,Airport Hotels,9/10/2016,9/12/2016,9/5/2016,3,1,1,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,5,218
92620281,F,56,Latino,Grad,<25K,East,City Hotel,9/6/2016,9/8/2016,1/7/2016,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,30,122
64501921,M,68,Asian American,High-School,>100K,South,Resort,7/2/2016,7/6/2016,11/4/2015,2,3,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,222
2759476,M,66,African American,High-School,50K -- 100K,South,City Hotel,6/12/2016,6/14/2016,12/30/2015,2,3,1,BB,No,No,No Deposit,Direct,Yes,Check-In,No,0,243
53376987,F,60,African American,Mid-School,50K -- 100K,South,Resort,8/17/2016,8/19/2016,7/17/2016,2,2,0,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,30,192
36554930,M,55,African American,College,50K -- 100K,East,Resort,9/14/2016,9/15/2016,7/28/2016,2,2,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,10,128
42489998,F,37,African American,Grad,<25K,West,Airport Hotels,8/18/2016,8/19/2016,6/29/2016,4,1,1,BB,No,No,Refundable,Online,Yes,Check-In,Yes,5,156
42052610,M,40,caucasian,High-School,50K -- 100K,North,Airport Hotels,8/23/2016,8/24/2016,7/26/2016,2,2,1,BB,No,No,Non-Refundable,Online,No,Check-In,Yes,10,161
65141235,F,59,Latino,Grad,>100K,North,City Hotel,9/18/2016,9/20/2016,7/27/2016,1,2,1,HB,Yes,No,No Deposit,Online,No,Check-In,Yes,40,217
32528738,M,66,African American,Mid-School,25K --50K,South,Airport Hotels,1/19/2016,1/22/2016,5/23/2015,2,1,0,HB,No,No,Refundable,Online,Yes,Check-In,No,0,129
99283328,M,33,Asian American,College,50K -- 100K,South,Airport Hotels,7/25/2016,7/27/2016,6/2/2016,2,1,1,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,30,218
82567704,F,48,caucasian,College,50K -- 100K,North,Airport Hotels,3/7/2016,3/8/2016,8/15/2015,2,2,0,BB,No,No,Refundable,Online,No,Check-In,Yes,10,248
51642317,M,62,African American,High-School,50K -- 100K,South,City Hotel,8/2/2016,8/5/2016,6/13/2016,3,1,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,10,214
18129927,F,30,Asian American,Grad,50K -- 100K,West,City Hotel,1/20/2016,1/23/2016,5/20/2015,3,1,2,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,10,140
43432210,M,37,caucasian,Grad,<25K,South,Airport Hotels,7/18/2016,7/21/2016,3/15/2016,1,2,1,HB,Yes,Yes,Refundable,Agent,Yes,Check-In,No,0,221
59846529,M,62,Latino,College,<25K,North,Resort,10/2/2016,10/3/2016,9/23/2015,3,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,169
56671834,F,28,Asian American,High-School,<25K,South,Resort,10/2/2016,10/3/2016,9/23/2015,5,3,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,145
14011735,F,38,caucasian,College,<25K,South,Airport Hotels,10/2/2016,10/3/2016,10/27/2015,2,3,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,No,0,208
22990303,M,63,African American,High-School,<25K,South,City Hotel,10/2/2016,10/4/2016,9/24/2015,2,1,0,BB,No,No,Non-Refundable,Online,No,Check-In,No,0,191
66938926,F,32,African American,College,25K --50K,South,Resort,10/1/2016,10/2/2016,9/23/2015,2,2,1,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,10,208
58751786,F,32,African American,Mid-School,<25K,West,City Hotel,9/13/2016,9/15/2016,9/9/2016,2,1,1,BB,No,No,Non-Refundable,Online,No,Check-In,Yes,5,145
39264623,M,48,African American,College,25K --50K,South,Resort,8/24/2016,8/25/2016,7/18/2016,1,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,120
30404386,M,45,Asian American,College,<25K,North,City Hotel,8/17/2016,8/20/2016,7/18/2016,1,2,0,BB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,5,168
94168309,M,46,caucasian,Grad,25K --50K,East,Airport Hotels,7/21/2016,7/24/2016,5/25/2016,2,3,1,BB,Yes,Yes,Refundable,Direct,Yes,Check-In,Yes,15,107
5302046,M,53,Latino,Grad,>100K,North,City Hotel,9/8/2016,9/9/2016,4/18/2016,2,2,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,162
30804776,M,30,caucasian,High-School,>100K,North,Resort,2/24/2016,2/26/2016,7/26/2015,2,2,1,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,145
91246101,F,62,Asian American,High-School,<25K,West,Airport Hotels,7/25/2016,7/28/2016,5/29/2016,2,1,0,HB,No,No,Non-Refundable,Direct,No,Check-In,Yes,5,229
36216294,M,51,caucasian,High-School,50K -- 100K,West,Airport Hotels,7/21/2016,7/23/2016,5/23/2016,3,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,175
38405216,F,42,African American,Mid-School,25K --50K,South,Airport Hotels,5/2/2016,5/4/2016,10/21/2015,3,1,1,BB,Yes,Yes,No Deposit,Agent,Yes,Check-In,Yes,10,222
14120116,F,68,Latino,College,25K --50K,South,City Hotel,9/13/2016,9/14/2016,3/9/2016,2,2,0,BB,No,No,Refundable,Online,No,Check-In,No,0,107
46467752,M,65,African American,College,50K -- 100K,East,Resort,7/17/2016,7/19/2016,2/18/2016,1,3,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,40,203
96783822,M,67,caucasian,College,50K -- 100K,East,City Hotel,7/15/2016,7/16/2016,5/1/2016,1,2,1,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,10,199
97090076,F,57,Latino,Grad,50K -- 100K,West,Airport Hotels,9/4/2016,9/5/2016,3/18/2016,3,2,0,BB,Yes,No,No Deposit,Online,No,Check-In,Yes,10,180
65102930,M,20,Asian American,College,50K -- 100K,East,Airport Hotels,3/9/2016,3/11/2016,7/3/2015,2,3,1,BB,No,No,No Deposit,Agent,Yes,Check-In,No,0,140
9589031,M,27,caucasian,College,50K -- 100K,North,City Hotel,3/4/2016,3/6/2016,8/19/2015,1,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,15,164
87966836,F,29,African American,College,50K -- 100K,West,Resort,5/10/2016,5/11/2016,10/25/2015,2,1,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,40,172
19244332,F,59,Asian American,High-School,50K -- 100K,South,Resort,5/13/2016,5/15/2016,10/22/2015,1,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,25,243
24576807,F,60,African American,High-School,25K --50K,North,City Hotel,9/26/2016,9/27/2016,1/28/2016,1,1,0,FB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,5,230
81557361,F,19,Asian American,College,25K --50K,South,Airport Hotels,3/16/2016,3/17/2016,7/18/2015,1,3,1,BB,Yes,No,Refundable,Online,Yes,Check-In,Yes,20,240
50906301,F,54,caucasian,College,50K -- 100K,South,Resort,6/9/2016,6/10/2016,11/8/2015,1,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,134
16658907,F,69,African American,Grad,<25K,West,City Hotel,9/26/2016,9/28/2016,1/29/2016,3,1,0,FB,No,No,Non-Refundable,Online,No,Check-In,Yes,20,154
44983238,M,33,African American,Mid-School,>100K,South,City Hotel,9/26/2016,9/30/2016,1/31/2016,1,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,207
87972293,F,67,Latino,High-School,>100K,North,Airport Hotels,9/9/2016,9/10/2016,11/18/2015,2,1,0,HB,No,No,Refundable,Direct,No,Check-In,Yes,5,163
72319770,F,60,Asian American,High-School,50K -- 100K,South,Resort,3/16/2016,3/18/2016,7/19/2015,2,2,1,HB,No,No,Refundable,Direct,No,Check-In,Yes,5,106
75265825,M,39,caucasian,College,50K -- 100K,East,City Hotel,8/24/2016,8/28/2016,7/13/2016,1,2,0,BB,Yes,No,No Deposit,Online,No,Check-In,No,0,249
47783776,M,24,African American,High-School,>100K,South,City Hotel,8/31/2016,9/2/2016,7/22/2016,2,3,0,BB,Yes,No,No Deposit,Direct,No,Check-In,Yes,10,239
74807505,F,66,Latino,College,>100K,West,Resort,9/8/2016,9/10/2016,4/24/2016,2,1,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,150
2322999,M,60,African American,Grad,>100K,North,Airport Hotels,1/28/2016,1/29/2016,5/30/2015,2,2,0,BB,Yes,Yes,No Deposit,Agent,Yes,Check-In,Yes,10,205
18002617,F,61,Latino,High-School,50K -- 100K,North,Airport Hotels,9/27/2016,9/28/2016,11/5/2015,3,1,0,BB,Yes,Yes,Non-Refundable,Online,No,Check-In,Yes,10,201
1477850,M,46,African American,Grad,25K --50K,North,Resort,1/28/2016,1/29/2016,5/30/2015,2,2,0,BB,No,No,Refundable,Online,Yes,Check-In,No,0,239
50603063,M,21,African American,Mid-School,50K -- 100K,West,Resort,1/28/2016,1/29/2016,5/30/2015,2,2,0,BB,No,No,No Deposit,Direct,No,Check-In,Yes,20,249
81777590,M,37,Asian American,College,>100K,East,City Hotel,1/28/2016,1/30/2016,5/31/2015,4,2,0,BB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,30,219
40980044,M,66,Latino,High-School,<25K,North,Resort,1/28/2016,1/30/2016,5/31/2015,2,2,0,BB,No,No,Refundable,Online,No,Check-In,No,0,119
76722855,M,28,Latino,Mid-School,<25K,South,City Hotel,1/28/2016,1/29/2016,5/30/2015,2,2,1,BB,No,No,Refundable,Online,Yes,Check-In,Yes,40,119
80942106,M,65,caucasian,High-School,50K -- 100K,South,Resort,1/28/2016,1/30/2016,5/31/2015,2,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,20,133
44802815,M,33,Latino,Grad,<25K,South,Airport Hotels,9/27/2016,9/28/2016,2/18/2016,3,1,0,BB,No,No,No Deposit,Online,No,Check-In,No,0,118
909606,F,58,Asian American,Mid-School,<25K,South,Resort,1/28/2016,1/29/2016,5/30/2015,1,2,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,40,212
27549847,M,61,caucasian,Mid-School,25K --50K,North,City Hotel,1/28/2016,2/1/2016,6/2/2015,1,2,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,224
49992292,M,66,African American,College,25K --50K,North,Airport Hotels,9/27/2016,9/28/2016,11/5/2015,5,1,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,10,228
26129785,F,45,Latino,Grad,<25K,East,Airport Hotels,1/28/2016,1/29/2016,5/30/2015,2,1,1,BB,Yes,No,No Deposit,Direct,No,Check-In,Yes,30,187
89857017,M,61,Latino,College,50K -- 100K,South,City Hotel,1/28/2016,1/30/2016,5/31/2015,1,1,0,BB,No,No,Refundable,Online,No,Check-In,No,0,130
36966445,F,25,Latino,College,25K --50K,North,Resort,1/28/2016,2/1/2016,6/2/2015,3,2,0,BB,No,No,Refundable,Agent,Yes,Check-In,Yes,20,200
33654512,M,62,caucasian,College,25K --50K,South,Airport Hotels,1/28/2016,1/30/2016,5/31/2015,2,2,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,40,165
46594632,F,25,Latino,College,>100K,South,Airport Hotels,9/27/2016,9/29/2016,11/6/2015,3,2,1,BB,No,No,Refundable,Online,Yes,Check-In,No,0,114
41673083,F,62,African American,College,25K --50K,North,Airport Hotels,9/25/2016,9/26/2016,10/19/2015,3,2,1,HB,Yes,No,No Deposit,Online,No,Check-In,No,0,125
22913036,F,38,African American,College,50K -- 100K,West,Resort,9/25/2016,9/26/2016,10/19/2015,2,1,0,HB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,25,174
95024468,F,24,caucasian,College,25K --50K,West,Airport Hotels,10/14/2015,10/16/2015,9/26/2014,1,2,0,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,15,103
90807888,F,18,African American,College,25K --50K,South,City Hotel,10/14/2015,10/15/2015,9/25/2014,1,2,0,BB,No,No,Non-Refundable,Online,Yes,Check-In,No,0,150
10413729,F,63,caucasian,College,50K -- 100K,South,Airport Hotels,10/14/2015,10/16/2015,9/26/2014,3,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,No,0,237
31364824,F,61,caucasian,College,<25K,South,City Hotel,9/25/2016,9/27/2016,8/27/2015,2,2,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,112
83215066,F,62,Asian American,College,<25K,South,Resort,9/25/2016,9/26/2016,8/26/2015,3,1,0,BB,Yes,Yes,No Deposit,Direct,Yes,Check-In,Yes,15,220
26381636,F,18,Asian American,College,25K --50K,East,Airport Hotels,10/14/2015,10/15/2015,9/25/2014,4,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,232
54941706,M,47,Latino,Mid-School,<25K,South,City Hotel,10/14/2015,10/15/2015,9/25/2014,2,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,30,160
92935735,F,61,Latino,College,<25K,West,Resort,10/14/2015,10/15/2015,9/25/2014,2,2,0,BB,Yes,No,No Deposit,Agent,No,Check-In,No,0,138
9281036,M,50,Latino,College,<25K,North,Resort,9/25/2016,9/28/2016,8/28/2015,2,2,1,BB,No,No,Refundable,Agent,No,Check-In,No,0,221
22062123,F,41,African American,College,>100K,South,City Hotel,9/25/2016,9/26/2016,8/26/2015,2,3,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,201
24937333,F,27,Latino,Mid-School,>100K,East,Resort,9/25/2016,9/26/2016,8/26/2015,2,1,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,109
78779034,F,24,African American,College,<25K,East,Airport Hotels,9/25/2016,9/26/2016,10/19/2015,5,1,2,HB,No,No,No Deposit,Direct,No,Check-In,No,0,105
87851034,M,56,Asian American,Grad,25K --50K,East,Airport Hotels,10/14/2015,10/15/2015,9/25/2014,1,2,0,BB,Yes,No,Refundable,Online,Yes,Check-In,Yes,20,157
68454209,F,25,Latino,Grad,50K -- 100K,South,Resort,10/14/2015,10/15/2015,9/25/2014,3,2,0,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,20,105
70418212,F,33,caucasian,Grad,25K --50K,South,Resort,9/25/2016,9/27/2016,8/27/2015,2,2,1,BB,Yes,Yes,Refundable,Direct,Yes,Check-In,No,0,225
78265273,M,64,Latino,College,<25K,East,City Hotel,9/25/2016,9/27/2016,8/27/2015,5,1,0,BB,Yes,No,No Deposit,Agent,Yes,Check-In,No,0,175
21391833,F,50,African American,Mid-School,<25K,North,City Hotel,9/25/2016,9/29/2016,10/22/2015,1,2,0,HB,No,No,No Deposit,Agent,Yes,Check-In,Yes,20,238
20413060,M,44,Latino,College,<25K,South,City Hotel,9/25/2016,9/26/2016,10/19/2015,2,1,0,HB,No,No,Refundable,Online,Yes,Check-In,No,0,157
56705402,M,39,caucasian,Mid-School,>100K,South,Airport Hotels,9/25/2016,9/27/2016,10/20/2015,2,1,1,HB,No,No,Refundable,Agent,Yes,Check-In,Yes,5,155
92166751,M,65,African American,Grad,50K -- 100K,North,Airport Hotels,9/25/2016,9/28/2016,10/21/2015,2,2,1,HB,No,No,No Deposit,Direct,No,Check-In,Yes,40,203
73717818,F,64,caucasian,College,25K --50K,South,Resort,6/16/2016,6/18/2016,2/20/2016,2,1,1,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,40,233
4557336,M,35,caucasian,High-School,25K --50K,West,Airport Hotels,8/16/2016,8/18/2016,3/3/2016,3,3,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,30,240
92683078,M,48,African American,High-School,<25K,North,Airport Hotels,3/9/2016,3/10/2016,8/21/2015,2,1,1,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,15,244
33349198,F,47,caucasian,College,25K --50K,South,City Hotel,3/31/2016,4/1/2016,9/17/2015,1,2,0,BB,No,No,No Deposit,Direct,No,Check-In,Yes,25,157
47490517,F,65,Latino,Grad,50K -- 100K,West,City Hotel,3/31/2016,4/1/2016,9/17/2015,3,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,25,178
32538038,F,65,Asian American,Mid-School,<25K,South,Airport Hotels,3/31/2016,4/4/2016,9/20/2015,1,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,139
77277605,M,41,Latino,High-School,<25K,East,City Hotel,3/31/2016,4/4/2016,9/20/2015,2,2,0,BB,No,No,Non-Refundable,Online,Yes,Check-In,No,0,151
95091388,F,50,Latino,College,25K --50K,North,City Hotel,3/31/2016,4/1/2016,9/17/2015,1,1,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,5,244
98883899,F,55,Asian American,College,25K --50K,North,City Hotel,3/31/2016,4/2/2016,9/18/2015,1,3,0,BB,Yes,No,No Deposit,Agent,Yes,Check-In,Yes,5,143
64110362,F,41,African American,College,50K -- 100K,West,City Hotel,7/29/2016,7/31/2016,2/1/2016,1,3,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,10,209
15688690,F,54,caucasian,College,25K --50K,North,Resort,10/5/2016,10/8/2016,11/14/2015,2,2,0,HB,No,No,Refundable,Online,Yes,Check-In,Yes,10,169
7087334,F,33,African American,High-School,>100K,North,City Hotel,9/5/2016,9/6/2016,3/26/2016,5,2,0,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,10,223
28194327,M,60,caucasian,College,50K -- 100K,East,Resort,1/18/2016,1/21/2016,5/6/2015,1,2,0,BB,Yes,Yes,Refundable,Online,Yes,Check-In,Yes,10,172
65528372,M,55,Asian American,High-School,>100K,North,Airport Hotels,9/25/2016,9/26/2016,8/26/2015,2,1,0,BB,No,No,No Deposit,Agent,Yes,Check-In,No,0,196
21779598,F,42,Latino,College,>100K,North,City Hotel,9/25/2016,9/26/2016,8/26/2015,1,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,204
65839140,M,40,Latino,Mid-School,<25K,North,Resort,9/25/2016,9/26/2016,8/26/2015,4,2,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,40,191
94842171,M,62,African American,Mid-School,25K --50K,East,City Hotel,10/14/2015,10/18/2015,9/28/2014,2,2,0,BB,No,No,No Deposit,Direct,No,Check-In,Yes,15,107
22872772,M,68,Asian American,High-School,<25K,West,Airport Hotels,10/14/2015,10/17/2015,9/27/2014,2,1,1,BB,No,No,Refundable,Online,Yes,Check-In,No,0,177
17125963,F,19,African American,College,25K --50K,South,Resort,10/14/2015,10/16/2015,9/26/2014,3,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,218
3953814,F,54,African American,College,>100K,East,Airport Hotels,10/14/2015,10/16/2015,9/26/2014,3,3,0,BB,No,No,No Deposit,Direct,No,Check-In,Yes,5,128
7014584,F,63,African American,High-School,<25K,South,Airport Hotels,10/14/2015,10/15/2015,9/25/2014,1,2,1,BB,No,No,Refundable,Direct,Yes,Check-In,No,0,153
77624691,F,49,Asian American,Grad,25K --50K,East,City Hotel,9/25/2016,9/27/2016,8/27/2015,1,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,5,216
3100949,M,67,Asian American,High-School,50K -- 100K,East,Resort,6/17/2016,6/21/2016,5/21/2015,5,3,0,BB,No,No,No Deposit,Online,No,Check-In,No,0,136
48590902,M,19,Latino,Mid-School,<25K,West,City Hotel,9/25/2016,9/28/2016,8/28/2015,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,100
31188470,F,43,caucasian,College,25K --50K,East,Resort,10/14/2015,10/17/2015,9/27/2014,1,1,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,20,205
44941496,F,69,Latino,College,>100K,East,City Hotel,10/14/2015,10/17/2015,9/27/2014,2,3,0,BB,No,No,No Deposit,Online,No,Check-In,No,0,198
76289812,F,35,Asian American,College,25K --50K,South,City Hotel,9/25/2016,9/29/2016,10/22/2015,2,2,1,HB,No,No,No Deposit,Online,No,Check-In,Yes,40,112
48730711,M,52,caucasian,Grad,25K --50K,East,City Hotel,9/25/2016,9/26/2016,10/19/2015,2,3,0,HB,No,No,Non-Refundable,Direct,Yes,Check-In,No,0,208
84111550,F,33,Latino,College,50K -- 100K,South,Resort,9/25/2016,9/26/2016,10/19/2015,1,1,0,HB,No,No,Non-Refundable,Online,Yes,Check-In,No,0,113
39982938,F,45,Asian American,Grad,25K --50K,South,Resort,9/25/2016,9/26/2016,10/19/2015,1,1,1,HB,Yes,No,No Deposit,Online,No,Check-In,No,0,191
43788783,M,39,African American,College,50K -- 100K,North,Airport Hotels,9/25/2016,9/29/2016,8/29/2015,5,1,0,BB,No,No,Refundable,Direct,Yes,Check-In,No,0,163
54544396,M,51,Asian American,Mid-School,50K -- 100K,North,Airport Hotels,9/25/2016,9/28/2016,8/28/2015,5,3,0,BB,No,No,No Deposit,Direct,No,Check-In,No,0,197
82480755,M,70,caucasian,High-School,<25K,West,Airport Hotels,10/14/2015,10/15/2015,9/25/2014,2,2,0,BB,Yes,No,No Deposit,Agent,Yes,Check-In,Yes,20,160
47348318,M,67,African American,College,25K --50K,North,Resort,10/14/2015,10/15/2015,9/25/2014,3,2,1,BB,No,No,No Deposit,Online,No,Check-In,Yes,10,127
37895329,M,34,Asian American,College,<25K,North,Airport Hotels,8/9/2016,8/11/2016,5/7/2016,2,1,0,BB,Yes,No,No Deposit,Agent,Yes,Check-In,Yes,25,151
80861713,M,63,Asian American,College,25K --50K,North,Resort,9/25/2016,9/27/2016,10/20/2015,1,1,1,HB,No,No,Refundable,Agent,Yes,Check-In,Yes,10,175
15715749,F,24,Asian American,College,25K --50K,East,Resort,9/25/2016,9/27/2016,10/20/2015,2,1,1,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,221
58569989,M,28,caucasian,Grad,50K -- 100K,South,City Hotel,9/25/2016,9/28/2016,8/28/2015,5,3,0,BB,Yes,No,Refundable,Agent,No,Check-In,Yes,5,237
53945198,M,49,African American,High-School,>100K,South,Airport Hotels,9/25/2016,9/27/2016,8/27/2015,3,2,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,25,211
62244747,M,35,Latino,College,25K --50K,South,Resort,10/14/2015,10/15/2015,9/25/2014,3,3,0,BB,No,No,No Deposit,Direct,No,Check-In,Yes,10,109
57989224,M,26,Asian American,Grad,25K --50K,East,Airport Hotels,10/14/2015,10/18/2015,9/28/2014,1,3,1,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,5,236
90238553,M,43,African American,High-School,>100K,South,City Hotel,10/14/2015,10/18/2015,9/28/2014,4,3,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,10,117
86555167,F,65,African American,High-School,25K --50K,East,Airport Hotels,9/4/2016,9/7/2016,8/20/2016,2,1,0,BB,No,No,Non-Refundable,Online,Yes,Check-In,No,0,242
2725629,M,28,Latino,Grad,25K --50K,West,City Hotel,6/24/2016,6/25/2016,11/6/2015,1,2,1,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,20,120
9059138,M,27,caucasian,College,25K --50K,South,Airport Hotels,9/4/2016,9/6/2016,8/19/2016,2,3,0,BB,Yes,No,Refundable,Agent,Yes,Check-In,Yes,10,227
97272863,M,64,Latino,College,50K -- 100K,South,Resort,9/8/2016,9/10/2016,8/27/2016,1,2,1,BB,No,No,No Deposit,Direct,No,Check-In,No,0,216
59302518,F,41,Asian American,Mid-School,>100K,South,City Hotel,9/4/2016,9/6/2016,8/19/2016,1,2,0,BB,No,No,Refundable,Online,No,Check-In,Yes,5,235
49238839,F,55,caucasian,Grad,<25K,North,City Hotel,9/2/2016,9/5/2016,8/14/2016,5,3,0,BB,No,No,Refundable,Online,No,Check-In,Yes,20,164
32085388,F,64,caucasian,College,<25K,North,Airport Hotels,8/25/2016,8/27/2016,3/6/2016,2,1,0,BB,No,No,Refundable,Agent,Yes,Check-In,Yes,25,119
12323218,F,32,Asian American,College,<25K,South,Resort,9/19/2016,9/22/2016,3/15/2016,1,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,30,100
32333987,F,43,caucasian,High-School,50K -- 100K,South,Resort,8/5/2016,8/6/2016,1/24/2016,2,3,2,BB,Yes,No,No Deposit,Agent,No,Check-In,Yes,10,247
15021227,M,23,Latino,Grad,25K --50K,East,City Hotel,9/19/2016,9/20/2016,3/13/2016,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,161
73859517,F,55,African American,High-School,>100K,East,Airport Hotels,9/9/2016,9/10/2016,8/28/2016,1,2,0,BB,No,No,Refundable,Agent,Yes,Check-In,No,0,234
96159018,F,47,caucasian,High-School,25K --50K,South,City Hotel,8/26/2016,8/27/2016,7/16/2016,2,3,1,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,117
8818221,F,32,Asian American,Mid-School,50K -- 100K,South,Resort,9/2/2016,9/3/2016,8/7/2016,1,2,0,BB,No,No,Refundable,Direct,No,Check-In,Yes,25,210
73968110,F,64,Asian American,Mid-School,<25K,North,Airport Hotels,9/2/2016,9/3/2016,8/7/2016,2,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,5,234
33415147,M,53,African American,Grad,50K -- 100K,North,Airport Hotels,8/26/2016,8/27/2016,7/17/2016,1,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,235
