,Unnamed: 0,Unnamed: 0.1,Reservation-id,Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,No_of_Expected_Days_to_stay,Checking_Month,no_of_days_from_booking_to_ckeckin,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate
1935,1935,1935,7276481,2,53,1,1,3,3,1,1,9,157,3,1,0,1,1,0,1,1,1,2,1,15,249
1936,1936,1936,59989541,2,43,4,1,1,2,3,1,9,107,5,2,0,1,1,0,2,1,1,2,0,0,198
1937,1937,1937,4336948,2,55,4,1,2,3,1,2,9,156,3,2,0,1,0,0,0,0,1,2,1,15,203
1938,1938,1938,64322395,1,19,2,1,4,2,1,1,9,69,2,1,1,1,1,0,0,0,1,2,1,10,217
1939,1939,1939,71240782,1,28,4,3,3,1,2,3,9,-2,2,3,0,1,0,0,1,0,0,2,1,10,227
1940,1940,1940,30895021,2,59,3,3,1,2,3,1,9,75,2,1,0,1,0,0,0,2,1,2,1,10,239
1941,1941,1941,30886625,2,36,4,1,2,3,3,3,6,180,2,1,0,1,0,0,0,1,1,2,0,0,151
1942,1942,1942,77038202,1,22,2,3,2,2,1,1,9,20,2,1,0,0,0,0,0,0,1,2,0,0,247
1943,1943,1943,61358762,1,27,3,1,3,3,3,3,9,18,2,2,0,1,0,0,0,1,1,2,0,0,185
1944,1944,1944,38633506,2,19,2,4,2,3,2,1,9,20,1,1,1,0,0,0,0,0,0,2,1,25,129
1945,1945,1945,75705515,1,61,3,1,4,3,3,3,9,18,4,3,0,1,0,0,0,0,1,2,0,0,188
1946,1946,1946,59202992,2,61,4,2,4,1,2,3,9,18,4,2,1,1,0,0,0,1,1,2,1,20,214
1947,1947,1947,46490353,1,28,2,1,1,1,3,3,9,31,4,1,0,1,1,0,0,1,1,2,1,5,171
1948,1948,1948,76820798,2,49,1,1,2,1,3,1,9,118,4,2,1,1,0,0,0,0,1,2,0,0,104
1949,1949,1949,27051812,2,27,2,3,1,4,2,4,9,2,5,2,0,1,0,0,1,0,1,2,1,40,176
1950,1950,1950,36029528,1,46,4,2,2,3,2,4,9,2,2,3,1,1,1,1,0,1,1,2,0,0,162
1951,1951,1951,26204830,2,57,1,1,4,2,3,1,9,7,5,2,0,1,1,0,0,1,1,2,1,20,197
1952,1952,1952,23271590,2,64,4,1,1,1,2,1,9,67,5,1,0,1,1,1,1,1,1,2,0,0,157
1953,1953,1953,53894366,1,56,3,1,3,2,2,1,9,67,1,1,0,1,1,0,0,0,1,2,1,25,232
1954,1954,1954,41451099,1,62,4,1,3,3,2,2,9,135,3,1,1,1,0,0,0,1,1,2,1,5,181
1955,1955,1955,9328129,1,21,3,4,3,3,1,2,10,152,2,1,1,1,1,0,2,1,1,2,0,0,245
1956,1956,1956,46207791,1,47,1,3,4,1,3,3,10,73,3,2,1,1,1,0,0,2,1,2,1,20,128
1957,1957,1957,61073703,1,49,1,2,3,2,2,2,9,19,3,2,2,1,0,0,1,0,0,2,1,10,173
1958,1958,1958,58357684,2,23,3,2,1,3,3,2,9,69,2,1,0,1,1,0,0,0,0,2,0,0,207
1959,1959,1959,24176530,1,28,3,2,3,3,3,3,9,33,5,2,0,1,0,0,1,0,0,2,1,30,112
1960,1960,1960,8779443,1,29,4,3,2,2,1,3,9,61,3,1,0,1,1,0,1,0,1,2,0,0,172
1961,1961,1961,10738269,2,27,2,2,2,2,2,1,9,28,3,1,0,0,0,0,1,1,1,2,1,20,239
1962,1962,1962,30560076,1,60,1,1,1,1,2,2,1,350,1,2,0,0,1,0,1,1,1,2,1,10,241
1963,1963,1963,4037024,2,28,2,3,2,2,2,1,9,75,2,2,1,1,0,0,1,1,1,2,0,0,220
1964,1964,1964,15817767,1,64,3,1,3,2,3,1,9,75,3,1,0,1,1,0,0,0,1,2,1,5,104
1965,1965,1965,53734585,1,18,3,1,2,3,2,1,10,74,2,1,0,1,0,0,1,1,0,2,0,0,159
1966,1966,1966,89834362,1,58,3,2,3,3,1,2,10,113,4,1,0,1,1,0,0,1,1,2,1,10,212
1967,1967,1967,22429778,2,62,2,1,2,3,3,1,10,83,3,1,0,1,0,0,1,0,0,2,1,10,229
1968,1968,1968,74492258,1,67,1,1,3,1,1,2,10,75,2,2,1,1,0,0,0,0,1,2,1,25,164
1969,1969,1969,42332841,2,25,2,3,4,3,3,1,9,6,2,2,0,1,1,0,0,1,1,2,0,0,198
1970,1970,1970,75902606,2,65,4,1,1,4,3,1,9,-1,2,2,0,1,0,0,0,0,1,2,0,0,130
1971,1971,1971,32901828,2,32,2,4,2,3,1,1,9,15,2,1,0,1,1,0,0,0,1,2,1,25,162
1972,1972,1972,39925664,1,20,4,1,1,4,1,4,9,-2,3,1,0,1,0,0,2,2,1,2,1,5,114
1973,1973,1973,26290129,1,51,1,1,1,3,2,1,9,15,1,1,0,1,0,0,0,0,1,2,1,15,221
1974,1974,1974,28037550,2,64,1,3,1,4,1,4,9,-4,2,3,0,1,0,0,1,0,1,2,1,25,174
1975,1975,1975,60057069,2,20,2,4,2,1,2,1,9,8,4,3,0,1,0,0,0,0,0,2,1,30,182
1976,1976,1976,47477867,1,65,2,1,1,3,2,3,9,5,3,3,0,0,0,0,0,1,1,2,0,0,168
1977,1977,1977,52181193,1,35,1,1,2,2,2,4,6,105,3,2,1,1,1,0,0,0,0,2,1,25,133
1978,1978,1978,22891666,1,27,1,3,2,2,2,2,9,7,1,1,0,1,0,0,0,1,1,2,0,0,220
1979,1979,1979,64497953,1,55,1,1,2,3,2,2,9,6,3,2,0,0,1,0,1,1,1,2,1,25,208
1980,1980,1980,29097720,1,66,3,1,3,3,3,3,9,57,4,3,1,1,1,0,1,2,1,2,1,5,108
1981,1981,1981,5285293,2,42,2,4,1,1,1,3,9,76,2,1,0,1,0,0,2,0,1,2,1,5,213
1982,1982,1982,69929879,1,67,4,4,3,3,2,1,9,78,2,2,2,1,0,0,0,1,0,2,1,10,144
1983,1983,1983,44314192,2,66,2,3,2,1,2,3,8,64,2,1,1,0,0,0,0,0,1,2,1,5,248
1984,1984,1984,1540252,1,21,3,2,3,3,3,1,7,73,3,1,0,1,0,0,0,1,1,2,1,25,144
1985,1985,1985,81483041,1,52,4,1,3,3,3,1,10,118,4,2,0,1,0,0,0,1,1,2,1,20,136
1986,1986,1986,54539085,2,51,3,2,3,3,1,4,10,47,2,2,0,1,0,0,0,0,0,2,1,30,131
1987,1987,1987,40065158,2,34,2,1,3,1,2,4,10,102,2,1,0,1,0,0,0,0,0,2,0,0,241
1988,1988,1988,15972778,1,30,3,1,4,4,1,2,10,117,2,1,0,1,1,1,0,1,0,2,1,15,162
1989,1989,1989,97413730,1,58,3,2,2,3,2,1,7,73,5,1,2,1,1,0,0,1,0,2,1,10,227
1990,1990,1990,97326025,2,65,2,4,4,1,3,1,9,38,4,2,1,1,0,0,0,0,1,2,1,5,140
1991,1991,1991,7755702,2,62,3,4,2,4,1,1,9,0,1,2,0,1,0,0,0,1,0,2,1,5,171
1992,1992,1992,11008814,1,43,2,4,3,2,3,1,8,36,3,1,0,1,0,0,0,1,1,2,1,5,117
1993,1993,1993,79632943,2,39,3,4,2,2,1,1,8,36,3,2,1,1,0,0,2,2,1,2,0,0,166
1994,1994,1994,53053958,1,70,4,4,1,2,1,1,9,9,5,3,0,1,1,0,0,1,0,2,1,30,239
1995,1995,1995,69444005,2,39,1,1,3,2,2,1,7,74,1,1,0,1,1,0,0,0,1,2,0,0,230
1996,1996,1996,39333018,1,42,3,4,3,4,3,1,8,58,2,1,0,0,1,0,0,0,1,2,0,0,241
1997,1997,1997,91226474,1,66,4,4,3,4,2,3,8,58,2,2,0,1,0,0,0,0,0,2,1,40,131
1998,1998,1998,98129181,2,49,2,1,1,2,1,2,8,59,5,1,0,1,0,0,0,0,1,2,1,30,138
1999,1999,1999,13804368,1,38,4,3,3,2,3,1,9,60,2,2,0,1,0,0,1,1,1,2,1,5,226
2000,2000,2000,98140286,2,28,2,1,2,2,2,4,9,40,2,1,0,1,0,0,0,0,1,2,1,25,222
2001,2001,2001,23209305,1,68,4,4,1,2,1,4,10,43,4,2,0,1,0,0,1,1,0,2,1,10,231
2002,2002,2002,79626136,2,70,3,1,2,2,3,2,10,62,2,3,0,1,0,0,0,2,1,2,1,10,142
2003,2003,2003,82695060,1,49,1,1,1,2,1,1,1,353,2,2,0,1,1,0,0,1,1,2,1,30,223
2004,2004,2004,54818128,2,27,2,1,1,4,2,1,10,97,4,3,0,1,0,0,0,0,1,2,1,10,174
2005,2005,2005,36310181,1,41,2,4,1,4,3,2,10,134,2,2,1,1,0,0,0,0,1,2,1,10,210
2006,2006,2006,90490944,1,58,4,3,3,2,2,1,10,115,1,2,0,1,0,0,2,0,1,2,1,20,217
2007,2007,2007,18424327,2,54,3,3,3,3,2,4,9,50,1,2,0,1,0,0,0,1,1,2,1,25,194
2008,2008,2008,10522754,2,36,2,3,2,4,3,3,10,38,2,2,0,1,1,0,1,1,0,2,1,20,152
2009,2009,2009,71038966,1,25,1,2,1,2,2,3,9,8,3,3,1,1,0,0,1,1,1,2,1,5,231
2010,2010,2010,43263621,2,28,2,4,2,1,3,1,9,31,2,2,0,1,0,0,0,1,1,2,1,5,214
2011,2011,2011,86808212,2,56,3,1,1,3,1,2,8,71,2,1,0,1,1,0,0,1,0,2,1,20,192
2012,2012,2012,89432949,2,48,2,1,2,1,3,1,10,52,4,1,0,1,1,0,0,1,1,2,1,25,248
2013,2013,2013,13030448,2,58,4,2,4,3,3,1,10,99,4,2,0,1,1,1,1,2,1,2,1,5,131
2014,2014,2014,66957043,2,60,3,4,2,3,3,3,10,70,1,3,0,0,0,0,2,0,1,2,1,5,234
2015,2015,2015,48556100,1,56,2,3,3,1,3,2,10,175,1,1,0,1,1,1,0,0,0,2,0,0,117
2016,2016,2016,30061582,1,69,1,2,1,2,1,3,10,48,2,2,1,1,0,0,1,1,1,2,0,0,248
2017,2017,2017,72276215,1,54,3,2,2,4,2,1,7,80,1,2,1,1,0,0,1,0,0,2,1,10,208
2018,2018,2018,49901285,2,64,2,4,3,2,1,3,10,44,1,2,1,0,0,0,0,1,1,2,1,25,164
2019,2019,2019,94270303,1,22,1,4,2,2,1,1,7,80,2,2,0,1,1,1,0,1,1,2,1,5,159
2020,2020,2020,25978251,2,41,4,1,3,3,3,4,10,159,1,1,0,1,0,0,0,1,1,2,0,0,100
2021,2021,2021,79562193,2,23,1,1,3,4,1,1,10,58,2,2,0,0,0,0,1,1,0,2,1,5,146
2022,2022,2022,6843268,2,55,3,1,4,1,1,1,9,54,1,2,0,1,0,0,0,0,1,2,1,25,207
2023,2023,2023,66620013,2,29,1,4,3,2,2,3,10,94,2,1,0,0,1,0,0,0,1,2,1,20,186
2024,2024,2024,62629977,2,64,4,2,3,3,1,1,10,84,2,2,0,1,1,0,0,1,1,2,1,40,230
2025,2025,2025,64665128,2,35,1,2,4,2,2,2,10,175,3,2,0,0,0,0,2,1,1,2,1,20,187
2026,2026,2026,38067805,2,42,4,1,2,4,3,3,9,-3,3,3,1,1,1,0,0,1,1,2,1,20,207
2027,2027,2027,33672300,2,51,4,4,2,2,3,2,9,-2,2,2,0,1,0,0,0,1,1,2,0,0,144
2028,2028,2028,71403414,1,48,4,3,1,3,2,1,7,79,2,2,1,1,0,0,1,0,0,2,1,10,132
2029,2029,2029,68093346,1,61,3,4,3,3,1,3,7,74,4,2,0,1,1,0,0,0,0,2,1,15,241
2030,2030,2030,24583244,1,28,3,4,1,3,3,1,10,68,3,1,0,1,0,0,1,2,1,2,1,5,103
2031,2031,2031,74069450,1,32,3,2,2,4,3,2,7,78,2,3,0,1,0,0,1,1,1,2,1,20,209
2032,2032,2032,55696205,2,34,4,1,2,3,2,1,7,76,1,2,0,1,0,0,0,1,1,2,1,20,154
2033,2033,2033,5621111,2,41,4,4,3,3,1,3,10,53,1,1,0,1,1,0,0,0,1,2,1,15,137
2034,2034,2034,26518216,1,45,3,2,2,3,3,2,7,75,3,1,1,1,0,0,0,1,1,2,0,0,248
2035,2035,2035,49777254,1,53,2,3,4,2,2,1,7,79,3,2,2,1,0,0,1,2,1,2,1,10,132
2036,2036,2036,95208077,2,62,4,1,3,1,1,1,7,79,2,1,0,1,0,0,0,1,1,2,1,5,227
2037,2037,2037,24201336,2,69,2,4,1,3,1,3,7,95,2,1,0,0,0,0,0,1,1,2,1,20,234
2038,2038,2038,74723114,1,62,1,1,1,3,2,2,9,54,2,1,1,0,0,0,1,1,0,2,1,15,191
2039,2039,2039,92399268,1,54,1,1,4,3,1,1,10,59,5,3,0,0,1,1,0,1,1,2,1,10,215
2040,2040,2040,21225032,2,70,4,2,3,3,3,3,10,74,2,1,0,0,0,0,1,1,1,2,1,5,231
2041,2041,2041,10251946,1,42,4,1,2,2,2,2,10,51,3,1,0,0,1,0,1,2,1,2,1,40,153
2042,2042,2042,90346906,2,18,3,2,2,1,3,1,10,71,2,1,0,1,1,1,0,0,0,2,0,0,204
2043,2043,2043,115646,1,68,4,4,2,2,2,1,6,118,1,2,0,1,0,0,0,1,0,2,1,10,165
2044,2044,2044,43289025,2,37,3,2,2,3,1,3,10,161,5,3,0,1,1,0,0,1,1,2,1,20,116
2045,2045,2045,51988805,1,28,2,1,4,4,1,4,9,60,2,3,0,1,0,0,0,1,1,2,1,25,129
2046,2046,2046,63777887,2,59,1,2,3,2,1,1,7,88,2,1,1,1,0,0,1,1,1,2,1,5,212
2047,2047,2047,63216413,2,23,3,3,3,3,2,2,9,55,2,1,1,0,1,0,1,0,1,2,1,30,191
2048,2048,2048,99799058,2,66,2,4,4,4,3,3,10,51,2,3,0,1,0,0,0,2,1,2,1,20,192
2049,2049,2049,24505539,1,36,1,2,3,2,3,1,10,171,2,2,1,1,0,0,0,1,1,2,1,25,114
2050,2050,2050,77499867,1,20,2,4,2,1,1,3,10,57,5,1,0,1,1,0,0,1,1,2,0,0,159
2051,2051,2051,81692907,1,26,1,4,2,3,2,1,9,12,1,1,0,2,1,0,1,0,1,2,1,30,142
2052,2052,2052,17849860,1,58,1,3,1,2,1,1,10,164,3,2,0,1,1,0,0,1,0,2,1,10,160
2053,2053,2053,27713108,1,48,1,3,2,1,2,1,9,56,1,1,1,0,0,0,1,0,0,2,0,0,246
2054,2054,2054,1648696,2,55,4,1,1,2,1,4,10,51,5,1,1,1,1,1,0,1,1,2,0,0,179
2055,2055,2055,90895388,1,40,3,2,3,3,1,3,9,73,2,1,0,1,0,0,0,1,0,2,1,5,102
2056,2056,2056,77865637,2,32,1,1,3,3,2,1,10,80,2,3,0,1,0,0,0,0,1,2,1,20,117
2057,2057,2057,12798328,2,61,1,4,2,4,3,1,9,75,3,1,1,1,1,0,2,0,1,2,1,5,114
2058,2058,2058,50769519,2,29,3,1,1,3,1,1,10,95,2,1,1,1,1,1,0,0,0,2,1,20,180
2059,2059,2059,76340960,2,58,2,2,3,4,1,1,10,60,2,2,0,0,0,0,0,1,1,2,0,0,114
2060,2060,2060,59958478,1,68,2,4,1,4,2,3,10,16,2,1,0,1,0,0,0,1,0,2,1,10,179
2061,2061,2061,66297150,1,44,4,2,3,4,2,2,10,48,1,2,0,1,0,0,0,1,0,2,1,30,117
2062,2062,2062,92367454,2,18,1,3,1,3,2,1,10,-1,3,2,1,1,0,0,0,1,0,2,1,20,136
2063,2063,2063,80455213,1,22,3,4,2,1,1,1,10,1,1,3,0,1,0,0,1,1,0,2,1,5,110
2064,2064,2064,14271857,2,64,4,3,1,3,3,1,10,1,2,3,0,0,0,0,2,1,1,2,1,20,107
2065,2065,2065,79618036,2,58,3,3,3,3,3,3,10,-1,1,2,0,0,0,0,0,1,0,2,1,10,169
2066,2066,2066,6441143,1,68,4,4,3,4,1,2,10,53,4,1,0,0,0,0,0,1,1,2,1,5,123
2067,2067,2067,21096338,2,39,1,2,2,1,2,1,10,55,3,2,1,1,0,0,1,1,1,2,1,25,160
2068,2068,2068,89077681,1,62,1,4,3,2,1,4,10,-2,2,2,0,0,1,1,0,0,0,2,1,30,139
2069,2069,2069,89377326,1,26,3,2,1,3,2,1,10,1,2,2,0,0,1,0,0,2,1,2,0,0,196
2070,2070,2070,96474031,1,38,3,3,2,3,3,1,10,54,2,1,1,0,0,0,1,0,1,2,1,15,128
2071,2071,2071,4602596,2,56,3,4,3,3,1,2,10,53,4,3,0,0,1,0,0,1,1,2,1,5,243
2072,2072,2072,46760122,1,33,3,2,2,3,3,1,9,54,2,3,2,0,0,0,0,1,1,2,1,5,116
2073,2073,2073,62349303,2,64,2,3,4,3,1,2,9,0,3,2,1,0,0,0,1,1,1,2,0,0,188
2074,2074,2074,1199869,2,49,2,4,3,1,2,1,10,53,2,3,0,1,0,0,0,1,1,2,1,5,117
2075,2075,2075,90497692,1,49,2,1,2,4,1,4,6,138,2,1,0,1,0,0,0,1,1,2,0,0,155
2076,2076,2076,42291372,2,22,1,1,1,4,3,1,10,50,4,2,0,0,0,0,0,1,1,2,1,15,105
2077,2077,2077,12971545,1,48,3,1,3,4,2,1,10,48,1,1,0,1,0,0,1,1,1,2,1,10,163
2078,2078,2078,33904721,2,44,3,2,1,2,3,2,10,91,2,2,0,0,0,0,0,0,1,2,1,5,225
2079,2079,2079,62673134,1,37,1,2,4,3,3,2,10,46,2,1,0,1,1,0,1,0,1,2,0,0,145
2080,2080,2080,16699322,2,32,4,3,2,1,3,1,8,67,5,1,0,1,0,0,0,1,1,2,1,15,240
2081,2081,2081,36311516,1,60,4,3,3,4,1,1,10,91,2,2,0,1,1,0,0,2,1,2,0,0,224
2082,2082,2082,67713669,2,24,2,2,3,1,2,3,10,94,2,3,1,1,0,0,0,0,1,2,1,40,112
2083,2083,2083,85557514,1,28,2,4,3,4,2,1,10,47,3,2,1,1,0,0,0,0,1,2,1,10,117
2084,2084,2084,30482863,2,69,1,2,1,3,3,2,10,56,1,1,1,1,1,0,1,1,0,2,1,10,227
2085,2085,2085,76411888,1,57,2,4,2,2,2,1,8,69,2,1,1,1,1,0,0,1,1,2,1,10,178
2086,2086,2086,91486630,1,70,1,2,2,2,3,1,10,40,3,2,0,1,1,0,0,1,1,2,1,40,230
2087,2087,2087,5442017,2,67,2,1,3,1,3,1,10,-1,1,3,0,1,0,0,0,0,0,2,1,25,102
2088,2088,2088,8163919,1,36,3,2,3,1,2,2,9,61,1,2,0,1,0,0,0,1,0,2,1,40,111
2089,2089,2089,54210856,2,42,1,4,3,4,2,1,10,43,1,3,0,0,0,0,0,1,0,2,1,25,162
2090,2090,2090,80971374,1,45,3,1,4,1,2,2,10,17,2,2,0,1,0,0,0,1,1,2,1,10,144
2091,2091,2091,68861753,1,44,3,2,3,3,1,4,10,53,2,3,2,1,0,0,0,0,1,2,0,0,120
2092,2092,2092,58155827,1,37,3,1,2,1,1,2,10,22,1,1,0,1,0,0,0,1,1,2,1,5,206
2093,2093,2093,19195276,2,33,4,1,2,3,3,1,10,21,1,1,0,1,0,0,1,1,1,2,1,30,192
2094,2094,2094,66067636,2,24,3,4,4,3,3,3,10,48,3,3,2,1,0,0,0,0,0,2,1,25,165
2095,2095,2095,16459042,1,24,4,1,3,2,3,1,10,22,3,2,1,1,0,0,1,1,0,2,1,10,212
2096,2096,2096,349412,1,69,1,2,2,2,3,2,10,77,2,2,0,1,1,1,0,1,1,2,1,30,162
2097,2097,2097,89860055,2,59,2,1,1,3,2,1,10,47,2,2,0,0,0,0,0,1,1,2,1,10,226
2098,2098,2098,95753853,2,21,4,2,1,1,2,1,10,50,2,2,0,1,0,0,0,2,1,2,1,10,133
2099,2099,2099,47592321,1,42,2,4,3,1,3,1,10,77,2,3,2,0,1,0,0,1,1,2,1,10,164
2100,2100,2100,80734151,1,47,3,2,1,3,3,2,10,22,1,2,0,1,1,1,1,1,1,2,0,0,240
2101,2101,2101,1281731,2,42,4,1,2,3,3,2,10,43,2,1,0,0,0,0,1,0,1,2,1,5,132
2102,2102,2102,65085299,1,56,1,2,3,1,2,4,9,20,5,2,0,1,0,0,1,1,0,2,1,20,109
2103,2103,2103,43523341,1,27,1,3,2,2,2,1,10,43,2,3,0,0,0,0,0,0,1,2,1,40,185
2104,2104,2104,32719642,2,36,3,2,3,3,2,1,10,77,1,3,0,1,1,0,2,1,1,2,1,10,184
2105,2105,2105,19912246,1,55,4,1,4,2,2,3,10,42,1,1,0,1,1,0,1,1,0,2,1,5,234
2106,2106,2106,24719111,1,58,2,4,1,3,2,1,10,114,2,1,0,1,1,1,0,2,0,2,0,0,125
2107,2107,2107,48871987,1,20,1,2,1,2,3,2,10,48,5,3,0,0,0,0,0,1,1,2,1,20,145
2108,2108,2108,83350712,2,70,1,3,1,3,2,1,10,44,4,1,0,1,0,0,0,2,0,2,1,20,105
2109,2109,2109,23220435,2,53,1,2,2,2,3,4,6,99,4,1,0,1,0,0,1,0,1,2,1,10,109
2110,2110,2110,34469187,1,35,3,2,1,1,1,2,10,143,4,1,0,1,0,0,0,1,0,2,0,0,173
2111,2111,2111,28504543,2,41,4,4,3,2,2,1,10,112,2,2,0,1,1,1,2,0,1,2,1,10,219
2112,2112,2112,51744213,1,70,2,1,1,3,3,2,10,100,1,2,0,1,0,0,0,1,1,2,1,25,234
2113,2113,2113,33856071,1,53,3,1,4,4,2,1,10,112,2,1,0,1,1,0,2,1,0,2,1,5,231
2114,2114,2114,868687,2,37,2,2,1,3,2,2,10,-2,2,3,0,1,0,0,1,1,1,2,1,5,188
2115,2115,2115,29300304,1,41,4,1,2,4,2,2,9,27,1,2,1,1,1,0,0,0,1,2,1,40,149
2116,2116,2116,73785798,2,48,1,1,4,3,2,2,7,113,5,1,0,1,0,0,0,1,1,2,1,5,112
2117,2117,2117,58236770,1,55,2,1,1,4,2,1,10,72,5,1,0,1,0,0,0,0,0,2,1,10,236
2118,2118,2118,41445150,2,62,3,1,1,1,3,3,10,112,2,3,0,1,1,1,1,1,1,2,1,10,156
2119,2119,2119,72631210,2,26,1,3,2,3,2,2,10,113,3,1,0,1,0,0,0,1,1,2,1,15,148
2120,2120,2120,32376424,2,25,4,1,4,3,3,3,10,17,2,1,0,1,1,0,0,1,1,2,1,20,235
2121,2121,2121,51162996,2,25,2,3,3,1,1,2,10,54,2,1,0,0,0,0,1,2,1,2,1,15,154
2122,2122,2122,11003191,2,42,2,1,1,4,1,1,10,49,3,1,0,1,1,0,1,1,1,2,1,20,163
2123,2123,2123,34857084,1,28,4,1,2,1,2,1,10,19,3,2,0,1,1,0,0,0,1,2,0,0,230
2124,2124,2124,50666321,2,35,1,3,2,4,1,3,10,50,2,1,1,1,0,0,0,1,0,2,1,5,143
2125,2125,2125,61838502,1,60,4,1,1,4,1,1,10,45,1,1,1,1,1,1,1,0,1,2,1,15,129
2126,2126,2126,80676712,1,46,1,4,2,1,1,3,9,20,4,1,1,1,1,0,0,0,1,2,1,10,250
2127,2127,2127,59114895,2,33,3,1,4,4,1,1,10,62,2,1,0,0,0,0,1,1,0,2,1,20,151
2128,2128,2128,18668936,1,31,1,1,3,1,2,3,10,197,3,2,0,0,0,0,1,2,1,2,1,10,191
2129,2129,2129,65302845,2,67,3,2,3,3,1,1,10,55,2,1,2,1,0,0,0,1,0,2,0,0,104
2130,2130,2130,61220461,1,45,3,1,4,3,1,2,10,47,2,1,0,1,1,0,2,1,1,2,1,5,216
2131,2131,2131,54860349,2,18,3,2,1,2,3,2,10,54,1,3,0,1,0,0,0,1,0,2,1,5,221
2132,2132,2132,98822101,1,53,2,2,3,2,1,3,10,-3,2,2,1,1,0,0,0,0,0,2,1,15,154
2133,2133,2133,18502765,2,63,1,3,2,1,3,1,8,86,2,2,0,1,0,0,0,1,1,2,1,10,175
2134,2134,2134,72480667,1,47,3,2,1,1,3,3,8,84,1,1,0,1,1,0,0,0,1,2,1,15,216
2135,2135,2135,5165305,2,42,2,2,2,3,3,2,8,85,4,2,0,1,0,0,1,0,0,2,1,15,107
2136,2136,2136,57450893,1,52,2,1,1,2,1,2,8,85,2,3,0,1,0,0,0,2,0,2,1,25,195
2137,2137,2137,16331556,2,45,2,3,4,4,1,3,10,111,4,2,0,1,1,0,0,1,1,2,0,0,166
2138,2138,2138,13029528,2,51,2,3,2,1,1,2,10,-1,2,1,0,1,0,0,0,1,1,2,1,40,154
2139,2139,2139,22489132,1,29,3,3,1,3,1,3,10,2,2,1,1,1,0,0,0,1,1,2,1,20,204
2140,2140,2140,33051004,1,53,3,3,1,2,1,2,10,-1,2,2,0,1,1,1,0,0,0,2,1,10,106
2141,2141,2141,47629698,2,55,3,2,4,4,3,2,8,85,2,3,0,1,0,0,1,1,0,2,1,25,159
2142,2142,2142,89164232,2,20,3,3,1,3,3,3,8,84,1,1,0,1,0,0,0,1,1,2,1,5,235
2143,2143,2143,67940659,2,65,4,1,2,2,3,1,9,3,2,2,0,1,0,0,0,1,0,2,0,0,207
2144,2144,2144,5196355,1,70,2,3,3,1,1,2,9,2,2,2,1,1,0,0,0,0,0,2,0,0,119
2145,2145,2145,9692088,2,64,4,1,1,2,1,4,10,188,1,2,0,1,0,0,0,0,1,2,0,0,154
2146,2146,2146,27628278,2,47,3,1,1,4,1,2,10,190,2,1,0,1,0,0,0,1,1,2,0,0,217
2147,2147,2147,6275813,2,33,2,1,2,3,2,2,10,190,3,2,0,1,0,0,0,1,1,2,1,5,108
2148,2148,2148,15217279,2,35,2,1,3,3,1,1,10,38,1,3,0,0,0,0,0,1,1,2,1,25,245
2149,2149,2149,82932378,2,59,2,4,2,4,3,3,10,22,2,1,0,1,0,0,1,1,0,2,0,0,107
2150,2150,2150,54346611,2,34,4,4,3,1,2,1,9,191,4,3,0,1,0,0,0,0,0,2,1,15,238
2151,2151,2151,11313783,2,44,2,1,3,2,2,1,10,191,2,2,1,1,1,0,1,0,1,2,0,0,131
2152,2152,2152,59638970,2,49,4,1,1,3,3,1,10,52,1,2,0,1,0,0,2,1,0,2,1,40,153
2153,2153,2153,22930775,1,67,1,1,3,2,1,1,9,20,2,3,0,1,0,0,0,1,1,2,1,20,150
2154,2154,2154,38491491,1,58,3,2,1,3,2,2,10,17,1,1,1,1,0,0,0,1,1,2,1,20,223
2155,2155,2155,80927624,1,24,2,4,2,4,2,3,10,7,4,2,0,1,0,0,1,0,1,2,0,0,250
2156,2156,2156,37839935,2,24,3,1,1,3,3,1,10,60,1,1,1,0,0,0,1,0,1,2,1,5,221
2157,2157,2157,26952813,1,49,1,3,3,1,3,1,9,71,5,1,0,1,0,0,1,0,0,2,0,0,120
2158,2158,2158,23491297,2,28,1,1,2,1,1,2,10,68,3,2,0,1,0,0,0,1,1,2,1,10,125
2159,2159,2159,32244522,2,28,1,4,2,2,1,1,10,45,4,3,0,1,0,0,1,2,1,2,1,5,179
2160,2160,2160,87307938,1,45,2,2,1,1,2,1,10,37,5,2,0,1,1,0,0,2,1,2,1,25,150
2161,2161,2161,51974095,2,68,1,1,1,1,3,3,10,50,2,2,0,1,1,1,0,0,1,2,1,20,199
2162,2162,2162,14080794,1,57,3,3,3,2,1,1,10,50,1,1,0,1,0,0,1,0,1,2,1,5,152
2163,2163,2163,84763494,2,66,2,2,4,3,2,1,10,123,3,1,1,1,0,0,0,1,1,2,1,20,204
2164,2164,2164,83542079,2,60,1,2,1,2,1,3,1,358,2,2,0,1,1,0,0,0,0,2,1,20,200
2165,2165,2165,78789827,2,34,2,1,4,1,3,2,10,23,1,2,0,1,0,0,0,1,0,2,1,5,119
2166,2166,2166,43029889,1,69,1,3,3,2,2,3,8,46,1,2,1,1,0,0,1,0,1,2,1,40,231
2167,2167,2167,82037695,1,62,2,3,3,3,3,1,10,52,2,2,0,1,0,0,1,2,0,2,0,0,126
